# Wordlist

# META
@vowels:T V _

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
2149	134	to	tlačiť	ˈtɫatʃic	Slovak	ˈt ɫ a t ʃ i c	1 5 7 1 3 7 1	ACXBCYN	tlatSiT	13	13.t.C 13.l.C 13.a.V 13.t.C 13.S.C 13.i.V 13.T.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	1	760	- ˈt ɫ a - t ʃ - - i c -
2150	134	to	tłocyś	ˈtwɔtsɨɕ	Lower Sorbian	ˈt w ɔ t s ɨ ɕ	1 6 7 1 3 7 3	ACXBCYN	twotsIS	5	5.t.C 5.w.C 5.o.V 5.t.C 5.s.C 5.I.V 5.S.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	1	760	- ˈt w ɔ - t s - - ɨ - ɕ
2152	134	to	натискам	ˈnatʲɪskəm	Bulgarian	ˈn a tʲ ɪ s k ə m	4 7 1 7 3 1 7 4	AXBYMBYN	natiskIm	2	2.n.C 2.a.V 2.t.C 2.i.V 2.s.c 2.k.C 2.I.V 2.m.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	999	ˈn a tʲ ɪ s k ə m
2153	134	to	турка	ˈturkə	Macedonian	ˈt u r k ə	1 7 5 1 7	AXMBZ	turkI	6	6.t.C 6.u.V 6.r.c 6.k.C 6.I.V	2.0 1.5 1.1 1.75 0.8	0	981	ˈt u r k ə -
2154	134	to	gurati	ɡǔːrati	Serbo-Croatian Latin	ɡ ǔː r a t i	1 7 5 7 1 7	AXBYBZ	gurati	12	12.g.C 12.u.V 12.r.C 12.a.V 12.t.C 12.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1235	ɡ ǔː - - - - r a t i
2155	134	to	гурати	ɡǔːrati	Serbo-Croatian Cyrillic	ɡ ǔː r a t i	1 7 5 7 1 7	AXBYBZ	gurati	11	11.g.C 11.u.V 11.r.C 11.a.V 11.t.C 11.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1235	ɡ ǔː - - - - r a t i
2158	134	to	толкать	tɐlˈkatʲ	Russian	t ɐ l ˈk a tʲ	1 7 5 1 7 1	AXMBYN	talkat	9	9.t.C 9.a.V 9.l.c 9.k.C 9.a.V 9.t.c	2.0 1.5 1.1 1.75 1.3 0.8	0	981	t ɐ l ˈk a tʲ
2161	135	to	to	θɹəʊ	English	θ ɹ əʊ	3 5 7	ACX	8rI	4	4.8.C 4.r.C 4.I.V	2.0 1.5 1.5	0	1033	θ ɹ əʊ -
2164	135	to	rzucać	ˈʐutsatɕ	Polish	ˈʐ u t s a t ɕ	3 7 1 3 7 1 3	AXBCYBC	ZutsatS	8	8.Z.C 8.u.V 8.t.C 8.s.C 8.a.V 8.t.C 8.S.C	2.0 1.5 1.75 1.5 1.3 1.75 1.5	0	760	- - ˈʐ u - t s - - a t ɕ
2166	135	to	chytaś	ˈxɨtaɕ	Lower Sorbian	ˈx ɨ t a ɕ	3 7 1 7 3	AXBYN	xItaS	5	5.x.C 5.I.V 5.t.C 5.a.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	1173	ˈx ɨ t a ɕ
2170	135	to	baciti	bǎːtsiti	Serbo-Croatian Latin	b ǎː t s i t i	1 7 1 3 7 1 7	AXBCYBZ	batsiti	12	12.b.C 12.a.V 12.t.C 12.s.C 12.i.V 12.t.C 12.i.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	755	b ǎː - - - t s i t i -
2171	135	to	бацити	bǎːtsiti	Serbo-Croatian Cyrillic	b ǎː t s i t i	1 7 1 3 7 1 7	AXBCYBZ	batsiti	11	11.b.C 11.a.V 11.t.C 11.s.C 11.i.V 11.t.C 11.i.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	755	b ǎː - - - t s i t i -
2172	135	to	metati	mětati	Slovene	m ě t a t i	4 7 1 7 1 7	AXBYBZ	metati	14	14.m.C 14.e.V 14.t.C 14.a.V 14.t.C 14.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	747	- - - m ě t a t i
2174	135	to	кидать	kʲɪˈdatʲ	Russian	kʲ ɪ ˈd a tʲ	1 7 1 7 1	AXBYN	kidat	9	9.k.C 9.i.V 9.d.C 9.a.V 9.t.c	2.0 1.5 1.75 1.3 0.8	0	1162	kʲ ɪ ˈd - - a tʲ
2175	135	to	метати	mětati	Rusyn	m ě t a t i	4 7 1 7 1 7	AXBYBZ	metati	10	10.m.C 10.e.V 10.t.C 10.a.V 10.t.C 10.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	747	- - - m ě t a t i
2177	136	to	to	taɪ	English	t aɪ	1 7	AX	ta	4	4.t.C 4.a.V	2.0 1.5	0	1124	t aɪ -
2182	136	to	wězaś	ˈvʲiɪzaɕ	Lower Sorbian	ˈvʲ iɪ z a ɕ	3 7 3 7 3	AXBYN	vizaS	5	5.v.C 5.i.V 5.z.C 5.a.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	835	ˈvʲ iɪ z a ɕ
2186	136	to	vezati	ʋěːzati	Serbo-Croatian Latin	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	wezati	12	12.w.C 12.e.V 12.z.C 12.a.V 12.t.C 12.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1235	ʋ ěː - - - - z a t i
2187	136	to	везати	ʋěːzati	Serbo-Croatian Cyrillic	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	wezati	11	11.w.C 11.e.V 11.z.C 11.a.V 11.t.C 11.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1235	ʋ ěː - - - - z a t i
2188	136	to	vezati	ʋěːzati	Slovene	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	wezati	14	14.w.C 14.e.V 14.z.C 14.a.V 14.t.C 14.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1235	ʋ ěː - - - - z a t i
2190	136	to	вязать	vʲɪˈzatʲ	Russian	vʲ ɪ ˈz a tʲ	3 7 3 7 1	AXBYN	vizat	9	9.v.C 9.i.V 9.z.C 9.a.V 9.t.c	2.0 1.5 1.75 1.3 0.8	0	835	vʲ ɪ ˈz a tʲ
2193	137	to	to	səʊ	English	s əʊ	3 7	AX	sI	4	4.s.C 4.I.V	2.0 1.5	0	768	s - əʊ -
2196	137	to	szyć	ʂɨtɕ	Polish	ʂ ɨ t ɕ	3 7 1 3	AXBC	SItS	8	8.S.C 8.I.V 8.t.C 8.S.C	2.0 1.5 1.75 1.5	0	760	- - ʂ ɨ - t ɕ - - - - -
2198	137	to	šyś	ʃɨɕ	Lower Sorbian	ʃ ɨ ɕ	3 7 3	AXN	SIS	5	5.S.C 5.I.V 5.S.c	2.0 1.5 0.8	0	715	- ʃ ɨ ɕ
2200	137	to	шия	ˈʃijə	Bulgarian	ˈʃ i j ə	3 7 6 7	AXBZ	SiyI	2	2.S.C 2.i.V 2.y.C 2.I.V	2.0 1.5 1.75 0.8	0	712	- ˈʃ i j ə -
2201	137	to	шие	ˈʃiɛ	Macedonian	ˈʃ iɛ	3 7	AX	Si	6	6.S.C 6.i.V	2.0 1.5	0	768	ˈʃ - iɛ -
2202	137	to	šiti	ʃîti	Serbo-Croatian Latin	ʃ î t i	3 7 1 7	AXBZ	Siti	12	12.S.C 12.i.V 12.t.C 12.i.V	2.0 1.5 1.75 0.8	0	755	- - - - - - ʃ î t i -
2203	137	to	шити	ˈʃiti	Serbo-Croatian Cyrillic	ˈʃ i t i	3 7 1 7	AXBZ	Siti	11	11.S.C 11.i.V 11.t.C 11.i.V	2.0 1.5 1.75 0.8	0	755	- - - - - - ˈʃ i t i -
2204	137	to	šivati	ʃǐːʋati	Slovene	ʃ ǐː ʋ a t i	3 7 6 7 1 7	AXBYBZ	Siwati	14	14.S.C 14.i.V 14.w.C 14.a.V 14.t.C 14.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	747	- ʃ - - ǐː ʋ a t i
2206	137	to	шить	ʃitʲ	Russian	ʃ i tʲ	3 7 1	AXN	Sit	9	9.S.C 9.i.V 9.t.c	2.0 1.5 0.8	0	729	ʃ i tʲ
2208	137	to	шити	ˈʃiti	Ukrainian	ˈʃ i t i	3 7 1 7	AXBZ	Siti	15	15.S.C 15.i.V 15.t.C 15.i.V	2.0 1.5 1.75 0.8	0	755	- - - - - - ˈʃ i t i -
2209	138	to	to	kaʊnt	English	k aʊ n t	1 7 4 1	AXLN	kant	4	4.k.C 4.a.V 4.n.c 4.t.c	2.0 1.5 1.1 0.8	0	990	k aʊ n t
2211	138	to	počítat	potʃitat	Czech	p o t ʃ i t a t	1 7 1 3 7 1 7 1	AXBCYBYN	potSitat	3	3.p.C 3.o.V 3.t.C 3.S.C 3.i.V 3.t.C 3.a.V 3.t.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	0	755	p o - - - t ʃ i t a t
2212	138	to	liczyć	ˈlʲitʂɨtɕ	Polish	ˈlʲ i t ʂ ɨ t ɕ	5 7 1 3 7 1 3	AXBCYBC	litSItS	8	8.l.C 8.i.V 8.t.C 8.S.C 8.I.V 8.t.C 8.S.C	2.0 1.5 1.75 1.5 1.3 1.75 1.5	0	760	- - ˈlʲ i - t ʂ - - ɨ t ɕ
2214	138	to	licyś	ˈlʲitsɨɕ	Lower Sorbian	ˈlʲ i t s ɨ ɕ	5 7 1 3 7 3	AXBCYN	litsIS	5	5.l.C 5.i.V 5.t.C 5.s.C 5.I.V 5.S.c	2.0 1.5 1.75 1.5 1.3 0.8	0	760	- - ˈlʲ i - t s - - ɨ - ɕ
2218	138	to	brojati	brǒjati	Serbo-Croatian Latin	b r ǒ j a t i	1 5 7 6 7 1 7	ACXBYBZ	broyati	12	12.b.C 12.r.C 12.o.V 12.y.C 12.a.V 12.t.C 12.i.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	784	b r ǒ j a t - i
2219	138	to	бројати	brǒjati	Serbo-Croatian Cyrillic	b r ǒ j a t i	1 5 7 6 7 1 7	ACXBYBZ	broyati	11	11.b.C 11.r.C 11.o.V 11.y.C 11.a.V 11.t.C 11.i.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	784	b r ǒ j a t - i
2220	138	to	šteti	ˈʃtɛti	Slovene	ˈʃ t ɛ t i	3 1 7 1 7	ACYBZ	StEti	14	14.S.C 14.t.C 14.E.V 14.t.C 14.i.V	2.0 1.5 1.3 1.75 0.8	0	822	ˈʃ t ɛ - t i -
2222	138	to	считать	ɕːɪˈtatʲ	Russian	ɕː ɪ ˈt a tʲ	3 7 1 7 1	AXBYN	Sitat	9	9.S.C 9.i.V 9.t.C 9.a.V 9.t.c	2.0 1.5 1.75 1.3 0.8	0	1162	ɕː ɪ ˈt - - a tʲ
2225	139	to	to	seɪ	English	s eɪ	3 7	AX	se	4	4.s.C 4.e.V	2.0 1.5	0	768	s - eɪ -
2227	139	to	mluvit	ˈmluvɪt	Czech	ˈm l u v ɪ t	4 5 7 3 7 1	ACXBYN	mluvit	3	3.m.C 3.l.C 3.u.V 3.v.C 3.i.V 3.t.c	2.0 1.5 1.5 1.75 1.3 0.8	0	779	ˈm l u v ɪ t
2228	139	to	mówić	ˈmuvitɕ	Polish	ˈm u v i t ɕ	4 7 3 7 1 3	AXBYBC	muvitS	8	8.m.C 8.u.V 8.v.C 8.i.V 8.t.C 8.S.C	2.0 1.5 1.75 1.3 1.75 1.5	0	993	- ˈm u v i t ɕ
2229	139	to	hovoriť	ˈɦɔvɔric	Slovak	ˈɦ ɔ v ɔ r i c	3 7 3 7 5 7 1	AXBYBYN	hovoriT	13	13.h.C 13.o.V 13.v.C 13.o.V 13.r.C 13.i.V 13.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1081	ˈɦ ɔ v ɔ r i c
2230	139	to	groniś	ˈɡrɔnʲiɕ	Lower Sorbian	ˈɡ r ɔ nʲ i ɕ	1 5 7 4 7 3	ACXBYN	groniS	5	5.g.C 5.r.C 5.o.V 5.n.C 5.i.V 5.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1002	- ˈɡ r ɔ nʲ i ɕ
2232	139	to	казвам	ˈkazvəm	Bulgarian	ˈk a z v ə m	1 7 3 3 7 4	AXMBYN	kazvIm	2	2.k.C 2.a.V 2.z.c 2.v.C 2.I.V 2.m.c	2.0 1.5 1.1 1.75 1.3 0.8	0	802	- ˈk a z v ə m
2233	139	to	вели	vʲɪˈlʲi	Macedonian	vʲ ɪ ˈlʲ i	3 7 5 7	AXBZ	vili	6	6.v.C 6.i.V 6.l.C 6.i.V	2.0 1.5 1.75 0.8	0	931	vʲ ɪ ˈlʲ - i
2234	139	to	reći	rêtɕi	Serbo-Croatian Latin	r ê t ɕ i	5 7 1 3 7	AXBCZ	retSi	12	12.r.C 12.e.V 12.t.C 12.S.C 12.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - r ê - t ɕ - - i - -
2235	139	to	рећи	rêtɕi	Serbo-Croatian Cyrillic	r ê t ɕ i	5 7 1 3 7	AXBCZ	retSi	11	11.r.C 11.e.V 11.t.C 11.S.C 11.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - r ê - t ɕ - - i - -
2236	139	to	reči	ˈrɛtʃi	Slovene	ˈr ɛ t ʃ i	5 7 1 3 7	AXBCZ	rEtSi	14	14.r.C 14.E.V 14.t.C 14.S.C 14.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - ˈr ɛ - t ʃ - - i - -
2238	139	to	говорить	ɡəvɐˈrʲitʲ	Russian	ɡ ə v ɐ ˈrʲ i tʲ	1 7 3 7 5 7 1	AXBYBYN	gIvarit	9	9.g.C 9.I.V 9.v.C 9.a.V 9.r.C 9.i.V 9.t.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1081	ɡ ə v ɐ ˈrʲ i tʲ
2240	139	to	казати	kǎːzati	Ukrainian	k ǎː z a t i	1 7 3 7 1 7	AXBYBZ	kazati	15	15.k.C 15.a.V 15.z.C 15.a.V 15.t.C 15.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	727	k ǎː z a t i
2241	140	to	to	sɪŋ	English	s ɪ ŋ	3 7 4	AXN	siN	4	4.s.C 4.i.V 4.N.c	2.0 1.5 0.8	0	768	s - ɪ ŋ
2243	140	to	zpívat	spivat	Czech	s p i v a t	3 1 7 3 7 1	ACYBYN	spivat	3	3.s.C 3.p.C 3.i.V 3.v.C 3.a.V 3.t.c	2.0 1.5 1.3 1.75 1.3 0.8	0	1074	s p i v a t - -
2244	140	to	śpiewać	ˈɕpʲɛvatɕ	Polish	ˈɕ pʲ ɛ v a t ɕ	3 1 7 3 7 1 3	ACYBYBC	SpEvatS	8	8.S.C 8.p.C 8.E.V 8.v.C 8.a.V 8.t.C 8.S.C	2.0 1.5 1.3 1.75 1.3 1.75 1.5	0	1074	ˈɕ pʲ ɛ v a t ɕ -
2246	140	to	spiwaś	ˈspʲiwaɕ	Lower Sorbian	ˈs pʲ i w a ɕ	3 1 7 6 7 3	ACYBYN	spiwaS	5	5.s.C 5.p.C 5.i.V 5.w.C 5.a.V 5.S.c	2.0 1.5 1.3 1.75 1.3 0.8	0	1074	ˈs pʲ i w a - ɕ -
2248	140	to	пея	ˈpɛjə	Bulgarian	ˈp ɛ j ə	1 7 6 7	AXBZ	pEyI	2	2.p.C 2.E.V 2.y.C 2.I.V	2.0 1.5 1.75 0.8	0	712	ˈp - ɛ j ə -
2249	140	to	пее	ˈpɛː	Macedonian	ˈp ɛː	1 7	AX	pE	6	6.p.C 6.E.V	2.0 1.5	0	713	ˈp ɛː -
2250	140	to	pevati	pêʋati	Serbo-Croatian Latin	p ê ʋ a t i	1 7 6 7 1 7	AXBYBZ	pewati	12	12.p.C 12.e.V 12.w.C 12.a.V 12.t.C 12.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	747	- - - p ê ʋ a t i
2251	140	to	певати	pêʋati	Serbo-Croatian Cyrillic	p ê ʋ a t i	1 7 6 7 1 7	AXBYBZ	pewati	11	11.p.C 11.e.V 11.w.C 11.a.V 11.t.C 11.i.V	2.0 1.5 1.75 1.3 1.75 0.8	0	747	- - - p ê ʋ a t i
2252	140	to	peti	ˈpɛːti	Slovene	ˈp ɛː t i	1 7 1 7	AXBZ	pEti	14	14.p.C 14.E.V 14.t.C 14.i.V	2.0 1.5 1.75 0.8	0	732	- - ˈp - ɛː - t i
2254	140	to	петь	pʲetʲ	Russian	pʲ e tʲ	1 7 1	AXN	pet	9	9.p.C 9.e.V 9.t.c	2.0 1.5 0.8	0	713	pʲ e tʲ
2257	141	to	to	pleɪ	English	p l eɪ	1 5 7	ACX	ple	4	4.p.C 4.l.C 4.e.V	2.0 1.5 1.5	0	836	- p l eɪ - -
2258	141	to	играти	îɡrati	Old Church Slavonic	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	igrati	7	7.i.V 7.g.C 7.r.C 7.a.V 7.t.C 7.i.V	1.5 1.75 1.5 1.3 1.75 0.8	0	748	î ɡ r a - t - i
2259	141	to	hrát	ɦraːt	Czech	ɦ r aː t	3 5 7 1	ACXN	hrat	3	3.h.C 3.r.C 3.a.V 3.t.c	2.0 1.5 1.5 0.8	0	1083	ɦ r aː t
2260	141	to	grać	ɡratɕ	Polish	ɡ r a t ɕ	1 5 7 1 3	ACXBC	gratS	8	8.g.C 8.r.C 8.a.V 8.t.C 8.S.C	2.0 1.5 1.5 1.75 1.5	0	748	- ɡ r a - t ɕ -
2261	141	to	hrať	ˈɦrac	Slovak	ˈɦ r a c	3 5 7 1	ACXN	hraT	13	13.h.C 13.r.C 13.a.V 13.T.c	2.0 1.5 1.5 0.8	0	1083	ˈɦ r a c
2262	141	to	graś	ɡraɕ	Lower Sorbian	ɡ r a ɕ	1 5 7 3	ACXN	graS	5	5.g.C 5.r.C 5.a.V 5.S.c	2.0 1.5 1.5 0.8	0	748	- ɡ r a - - ɕ -
2264	141	to	играя	iˈɡrajə	Bulgarian	i ˈɡ r a j ə	7 1 5 7 6 7	XBCYBZ	igrayI	2	2.i.V 2.g.C 2.r.C 2.a.V 2.y.C 2.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	748	i ˈɡ r a - j - ə
2265	141	to	игра	iˈɡra	Macedonian	i ˈɡ r a	7 1 5 7	XBCZ	igra	6	6.i.V 6.g.C 6.r.C 6.a.V	1.5 1.75 1.5 0.8	0	748	i ˈɡ r a - - - -
2266	141	to	igrati	îɡrati	Serbo-Croatian Latin	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	igrati	12	12.i.V 12.g.C 12.r.C 12.a.V 12.t.C 12.i.V	1.5 1.75 1.5 1.3 1.75 0.8	0	748	î ɡ r a - t - i
2267	141	to	играти	îɡrati	Serbo-Croatian Cyrillic	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	igrati	11	11.i.V 11.g.C 11.r.C 11.a.V 11.t.C 11.i.V	1.5 1.75 1.5 1.3 1.75 0.8	0	748	î ɡ r a - t - i
2268	141	to	igrati	îɡrati	Slovene	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	igrati	14	14.i.V 14.g.C 14.r.C 14.a.V 14.t.C 14.i.V	1.5 1.75 1.5 1.3 1.75 0.8	0	748	î ɡ r a - t - i
2270	141	to	играть	ɪˈɡratʲ	Russian	ɪ ˈɡ r a tʲ	7 1 5 7 1	XBCYN	igrat	9	9.i.V 9.g.C 9.r.C 9.a.V 9.t.c	1.5 1.75 1.5 1.3 0.8	0	748	ɪ ˈɡ r a - tʲ - -
2273	142	to	to	fləʊt	English	f l əʊ t	3 5 7 1	ACXN	flIt	4	4.f.C 4.l.C 4.I.V 4.t.c	2.0 1.5 1.5 0.8	0	836	- f l əʊ t -
2276	142	to	pływać	ˈpwɨvatɕ	Polish	ˈp w ɨ v a t ɕ	1 6 7 3 7 1 3	ACXBYBC	pwIvatS	8	8.p.C 8.w.C 8.I.V 8.v.C 8.a.V 8.t.C 8.S.C	2.0 1.5 1.5 1.75 1.3 1.75 1.5	1	993	ˈp w ɨ v a t ɕ
2277	142	to	plávať	ˈpɫaːvac	Slovak	ˈp ɫ aː v a c	1 5 7 3 7 1	ACXBYN	plavaT	13	13.p.C 13.l.C 13.a.V 13.v.C 13.a.V 13.T.c	2.0 1.5 1.5 1.75 1.3 0.8	1	779	ˈp ɫ aː v a c
2278	142	to	pławiś	ˈpwavʲiɕ	Lower Sorbian	ˈp w a vʲ i ɕ	1 6 7 3 7 3	ACXBYN	pwaviS	5	5.p.C 5.w.C 5.a.V 5.v.C 5.i.V 5.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	993	ˈp w a vʲ i - ɕ
2282	142	to	plutati	plǔtati	Serbo-Croatian Latin	p l ǔ t a t i	1 5 7 1 7 1 7	ACXBYBZ	plutati	12	12.p.C 12.l.C 12.u.V 12.t.C 12.a.V 12.t.C 12.i.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	747	- p - l ǔ t a t i
2283	142	to	плутати	plǔtati	Serbo-Croatian Cyrillic	p l ǔ t a t i	1 5 7 1 7 1 7	ACXBYBZ	plutati	11	11.p.C 11.l.C 11.u.V 11.t.C 11.a.V 11.t.C 11.i.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	747	- p - l ǔ t a t i
2286	142	to	плыть	plɨtʲ	Russian	p l ɨ tʲ	1 5 7 1	ACXN	plIt	9	9.p.C 9.l.C 9.I.V 9.t.c	2.0 1.5 1.5 0.8	1	836	- p l ɨ tʲ -
2289	143	to	to	fləʊ	English	f l əʊ	3 5 7	ACX	flI	4	4.f.C 4.l.C 4.I.V	2.0 1.5 1.5	0	836	- f l əʊ - -
2291	143	to	téct	tɛtst	Czech	t ɛ t s t	1 7 1 3 1	AXBYN	tEtst	3	3.t.C 3.E.V 3.t.C 3.s.V 3.t.c	2.0 1.5 1.75 1.3 0.8	0	1092	t ɛ t s t
2293	143	to	tiecť	ˈciɛtsc	Slovak	ˈc iɛ t s c	1 7 1 3 1	AXBYN	TitsT	13	13.T.C 13.i.V 13.t.C 13.s.V 13.T.c	2.0 1.5 1.75 1.3 0.8	0	1092	ˈc iɛ t s c
2294	143	to	běžaś	ˈbʲiɪʒaɕ	Lower Sorbian	ˈbʲ iɪ ʒ a ɕ	1 7 3 7 3	AXBYN	biZaS	5	5.b.C 5.i.V 5.Z.C 5.a.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	835	ˈbʲ iɪ ʒ a ɕ
2296	143	to	тека	tɛˈkə	Bulgarian	t ɛ ˈk ə	1 7 1 7	AXBZ	tEkI	2	2.t.C 2.E.V 2.k.C 2.I.V	2.0 1.5 1.75 0.8	0	981	t ɛ - ˈk ə -
2297	143	to	тече	tɛˈtʃɛ	Macedonian	t ɛ ˈt ʃ ɛ	1 7 1 3 7	AXBCZ	tEtSE	6	6.t.C 6.E.V 6.t.C 6.S.C 6.E.V	2.0 1.5 1.75 1.5 0.8	0	760	- - t ɛ - ˈt ʃ - - ɛ - -
2298	143	to	teći	têtɕi	Serbo-Croatian Latin	t ê t ɕ i	1 7 1 3 7	AXBCZ	tetSi	12	12.t.C 12.e.V 12.t.C 12.S.C 12.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - t ê - t ɕ - - i - -
2299	143	to	тећи	têtɕi	Serbo-Croatian Cyrillic	t ê t ɕ i	1 7 1 3 7	AXBCZ	tetSi	11	11.t.C 11.e.V 11.t.C 11.S.C 11.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - t ê - t ɕ - - i - -
2300	143	to	teči	ˈtɛtʃi	Slovene	ˈt ɛ t ʃ i	1 7 1 3 7	AXBCZ	tEtSi	14	14.t.C 14.E.V 14.t.C 14.S.C 14.i.V	2.0 1.5 1.75 1.5 0.8	0	760	- - ˈt ɛ - t ʃ - - i - -
2302	143	to	течь	tʲetɕ	Russian	tʲ e t ɕ	1 7 1 3	AXBC	tetS	9	9.t.C 9.e.V 9.t.C 9.S.C	2.0 1.5 1.75 1.5	0	760	- - tʲ e - t ɕ - - - - -
2305	144	to	to	ˈfɹiːz	English	ˈf ɹ iː z	3 5 7 3	ACXN	friz	4	4.f.C 4.r.C 4.i.V 4.z.c	2.0 1.5 1.5 0.8	0	836	- ˈf ɹ iː z -
2307	144	to	mrznout	ˈmrznɔʊt	Czech	ˈm r z n ɔʊ t	4 5 3 4 7 1	AXBCYN	mrznot	3	3.m.C 3.r.V 3.z.C 3.n.C 3.o.V 3.t.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1101	ˈm - r z n ɔʊ t
2308	144	to	zamarzać	zaˈmarzatɕ	Polish	z a ˈm a r z a t ɕ	3 7 4 7 5 3 7 1 3	AXBYMBYBC	zamarzatS	8	8.z.C 8.a.V 8.m.C 8.a.V 8.r.c 8.z.C 8.a.V 8.t.C 8.S.C	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.5	0	1186	z a ˈm a r z a t ɕ
2310	144	to	marznuś	ˈmarznuɕ	Lower Sorbian	ˈm a r z n u ɕ	4 7 5 3 4 7 3	AXMBCYN	marznuS	5	5.m.C 5.a.V 5.r.c 5.z.C 5.n.C 5.u.V 5.S.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	1101	ˈm a r z n u ɕ
2314	144	to	zalediti	zalěditi	Serbo-Croatian Latin	z a l ě d i t i	3 7 5 7 1 7 1 7	AXBYBYBZ	zalediti	12	12.z.C 12.a.V 12.l.C 12.e.V 12.d.C 12.i.V 12.t.C 12.i.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1235	z a - l - ě d i t i
2315	144	to	заледити	zalěditi	Serbo-Croatian Cyrillic	z a l ě d i t i	3 7 5 7 1 7 1 7	AXBYBYBZ	zalediti	11	11.z.C 11.a.V 11.l.C 11.e.V 11.d.C 11.i.V 11.t.C 11.i.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1235	z a - l - ě d i t i
2318	144	to	морозить	mɐˈrozʲɪtʲ	Russian	m ɐ ˈr o zʲ ɪ tʲ	4 7 5 7 3 7 1	AXBYBYN	marozit	9	9.m.C 9.a.V 9.r.C 9.o.V 9.z.C 9.i.V 9.t.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1049	- m ɐ ˈr o zʲ ɪ tʲ
2321	145	to	to	swɛl	English	s w ɛ l	3 6 7 5	ACXN	swEl	4	4.s.C 4.w.C 4.E.V 4.l.c	2.0 1.5 1.5 0.8	0	907	s w ɛ l
2324	145	to	puchnąć	ˈpuxnɔɲtɕ	Polish	ˈp u x n ɔ ɲ t ɕ	1 7 3 4 7 4 1 3	AXBCYMBC	puxnoHtS	8	8.p.C 8.u.V 8.x.C 8.n.C 8.o.V 8.H.c 8.t.C 8.S.C	2.0 1.5 1.75 1.5 1.3 1.1 1.75 1.5	0	943	- ˈp u x n ɔ ɲ t ɕ -
2326	145	to	wopuchnuś	ˈɔpuxnuɕ	Lower Sorbian	ˈɔ p u x n u ɕ	7 1 7 3 4 7 3	XBYBCYN	opuxnuS	5	5.o.V 5.p.C 5.u.V 5.x.C 5.n.C 5.u.V 5.S.c	1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	943	ˈɔ p u x n u - - ɕ -
2330	145	to	oteći	ǒtetɕi	Serbo-Croatian Latin	ǒ t e t ɕ i	7 1 7 1 3 7	XBYBCZ	otetSi	12	12.o.V 12.t.C 12.e.V 12.t.C 12.S.C 12.i.V	1.5 1.75 1.3 1.75 1.5 0.8	0	760	ǒ - t e - t ɕ - - i - -
