# Wordlist

# META
@vowels:T V _

# DATA
ID	GLOSSID	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	CUSTOMID	ALIGNMENT
2138	2137	to	vući	ʋûːtɕi	Serbo-Croatian Latin	ʋ ûː t ɕ i	6 7 1 3 7	AXBCZ	WYTSI	12	12.W.C 12.Y.V 12.T.C 12.S.C 12.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- ʋ - ûː t ɕ i -
2139	2138	to	вући	ʋûːtɕi	Serbo-Croatian Cyrillic	ʋ ûː t ɕ i	6 7 1 3 7	AXBCZ	WYTSI	11	11.W.C 11.Y.V 11.T.C 11.S.C 11.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- ʋ - ûː t ɕ i -
2140	2139	to	vleči	ˈʋlɛtʃi	Slovene	ˈʋ l ɛ t ʃ i	6 5 7 1 3 7	ACYBCZ	WLETSI	14	14.W.C 14.L.C 14.E.V 14.T.C 14.S.C 14.I.V	2.0 1.5 1.3 1.75 1.5 0.8	0	1082	- ˈʋ l ɛ t ʃ i -
2142	2141	to	тянуть	tʲɪˈnutʲ	Russian	tʲ ɪ ˈn u tʲ	1 7 4 7 1	AXBYN	TINYT	9	9.T.C 9.I.V 9.N.C 9.Y.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	729	- - tʲ ɪ - ˈn u tʲ -
2145	2144	to	to	pʊʃ	English	p ʊ ʃ	1 7 3	AXN	PYS	4	4.P.C 4.Y.V 4.S.c	2.0 1.5 0.8	0	688	p ʊ - ʃ - -
2148	2147	to	pchać	pxat͡ɕ	Polish	p x a t͡ɕ	1 3 7 2	ACXN	PGAC	8	8.P.C 8.G.C 8.A.V 8.C.c	2.0 1.5 1.5 0.8	0	688	p - - x a t͡ɕ
2149	2148	to	tlačiť	ˈtɫat͡ʃic	Slovak	ˈt ɫ a t͡ʃ i c	1 5 7 2 7 1	ACXBYN	TLACIC	13	13.T.C 13.L.C 13.A.V 13.C.C 13.I.V 13.C.c	2.0 1.5 1.5 1.75 1.3 0.8	1	864	- - ˈt ɫ a t͡ʃ i c -
2150	2149	to	tłocyś	ˈtwɔt͡sɨɕ	Lower Sorbian	ˈt w ɔ t͡s ɨ ɕ	1 6 7 2 7 3	ACXBYN	TWUCIS	5	5.T.C 5.W.C 5.U.V 5.C.C 5.I.V 5.S.c	2.0 1.5 1.5 1.75 1.3 0.8	1	823	ˈt w - ɔ - t͡s ɨ ɕ
2152	2151	to	натискам	ˈnatʲɪskəm	Bulgarian	ˈn a tʲ ɪ s k ə m	4 7 1 7 3 1 7 4	AXBYMBYN	NATISKEM	2	2.N.C 2.A.V 2.T.C 2.I.V 2.S.c 2.K.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	972	ˈn a tʲ ɪ s k ə m
2153	2152	to	турка	ˈturkə	Macedonian	ˈt u r k ə	1 7 5 1 7	AXMBZ	TYRKE	6	6.T.C 6.Y.V 6.R.c 6.K.C 6.E.V	2.0 1.5 1.1 1.75 0.8	0	729	- - ˈt u r k ə - -
2154	2153	to	gurati	ɡǔːrati	Serbo-Croatian Latin	ɡ ǔː r a t i	1 7 5 7 1 7	AXBYBZ	KYRATI	12	12.K.C 12.Y.V 12.R.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	718	ɡ ǔː r a t i
2155	2154	to	гурати	ɡǔːrati	Serbo-Croatian Cyrillic	ɡ ǔː r a t i	1 7 5 7 1 7	AXBYBZ	KYRATI	11	11.K.C 11.Y.V 11.R.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	718	ɡ ǔː r a t i
2158	2157	to	толкать	tɐlˈkatʲ	Russian	t ɐ l ˈk a tʲ	1 7 5 1 7 1	AXMBYN	TELKAT	9	9.T.C 9.E.V 9.L.c 9.K.C 9.A.V 9.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	729	- - t ɐ l ˈk a tʲ -
2161	2160	to	to	θɹəʊ	English	θ ɹ əʊ	3 5 7	ACX	DRE	4	4.D.C 4.R.C 4.E.V	2.0 1.5 1.5	0	1125	θ ɹ əʊ -
2164	2163	to	rzucać	ˈʐut͡s̪at͡ɕ	Polish	ˈʐ u t͡s̪ a t͡ɕ	3 7 1 7 2	AXBYN	SYTAC	8	8.S.C 8.Y.V 8.T.C 8.A.V 8.C.c	2.0 1.5 1.75 1.3 0.8	0	716	ˈʐ - u - t͡s̪ a t͡ɕ -
2166	2165	to	chytaś	ˈxɨtaɕ	Lower Sorbian	ˈx ɨ t a ɕ	3 7 1 7 3	AXBYN	GITAS	5	5.G.C 5.I.V 5.T.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	716	ˈx - ɨ - t a ɕ -
2170	2169	to	baciti	bǎːtsiti	Serbo-Croatian Latin	b ǎː t s i t i	1 7 1 3 7 1 7	AXBCYBZ	PATSITI	12	12.P.C 12.A.V 12.T.C 12.S.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	995	b ǎː - - - t - s i t i
2171	2170	to	бацити	bǎːtsiti	Serbo-Croatian Cyrillic	b ǎː t s i t i	1 7 1 3 7 1 7	AXBCYBZ	PATSITI	11	11.P.C 11.A.V 11.T.C 11.S.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	995	b ǎː - - - t - s i t i
2172	2171	to	metati	mětati	Slovene	m ě t a t i	4 7 1 7 1 7	AXBYBZ	METATI	14	14.M.C 14.E.V 14.T.C 14.A.V 14.T.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	772	- - m ě t a t i
2174	2173	to	кидать	kʲɪˈdatʲ	Russian	kʲ ɪ ˈd a tʲ	1 7 1 7 1	AXBYN	KITAT	9	9.K.C 9.I.V 9.T.C 9.A.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	772	- - kʲ ɪ ˈd a tʲ -
2175	2174	to	метати	mětati	Rusyn	m ě t a t i	4 7 1 7 1 7	AXBYBZ	METATI	10	10.M.C 10.E.V 10.T.C 10.A.V 10.T.C 10.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	772	- - m ě t a t i
2177	2176	to	to	taɪ	English	t aɪ	1 7	AX	TA	4	4.T.C 4.A.V	2.0 1.5	0	778	t aɪ - - -
2182	2181	to	wězaś	ˈvʲiɪ̯zaɕ	Lower Sorbian	ˈvʲ iɪ̯ z a ɕ	3 7 3 7 3	AXBYN	BISAS	5	5.B.C 5.I.V 5.S.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	823	- ˈvʲ - iɪ̯ - z a ɕ
2186	2185	to	vezati	ʋěːzati	Serbo-Croatian Latin	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	WESATI	12	12.W.C 12.E.V 12.S.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	772	- - ʋ ěː z a t i
2187	2186	to	везати	ʋěːzati	Serbo-Croatian Cyrillic	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	WESATI	11	11.W.C 11.E.V 11.S.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	772	- - ʋ ěː z a t i
2188	2187	to	vezati	ʋěːzati	Slovene	ʋ ěː z a t i	6 7 3 7 1 7	AXBYBZ	WESATI	14	14.W.C 14.E.V 14.S.C 14.A.V 14.T.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	772	- - ʋ ěː z a t i
2190	2189	to	вязать	vʲɪˈzatʲ	Russian	vʲ ɪ ˈz a tʲ	3 7 3 7 1	AXBYN	BISAT	9	9.B.C 9.I.V 9.S.C 9.A.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	823	- vʲ - ɪ - ˈz a tʲ
2193	2192	to	to	səʊ	English	s əʊ	3 7	AX	SE	4	4.S.C 4.E.V	2.0 1.5	0	716	s - əʊ - - - - -
2196	2195	to	szyć	ʂɨt͡ɕ	Polish	ʂ ɨ t͡ɕ	3 7 2	AXN	SIC	8	8.S.C 8.I.V 8.C.c	2.0 1.5 0.8	0	716	ʂ - ɨ - t͡ɕ - - -
2198	2197	to	šyś	ʃɨɕ	Lower Sorbian	ʃ ɨ ɕ	3 7 3	AXN	SIS	5	5.S.C 5.I.V 5.S.c	2.0 1.5 0.8	0	716	ʃ - ɨ - ɕ - - -
2200	2199	to	шия	ˈʃijə	Bulgarian	ˈʃ i j ə	3 7 6 7	AXBZ	SIJE	2	2.S.C 2.I.V 2.J.C 2.E.V	2.0 1.5 1.75 0.8	0	757	ˈʃ - i j ə - -
2201	2200	to	шие	ˈʃiɛ	Macedonian	ˈʃ iɛ	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	0	716	ˈʃ - iɛ - - - - -
2202	2201	to	šiti	ʃîti	Serbo-Croatian Latin	ʃ î t i	3 7 1 7	AXBZ	SITI	12	12.S.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	0	716	ʃ - î - t i - -
2203	2202	to	шити	ˈʃit̪i	Serbo-Croatian Cyrillic	ˈʃ i t̪ i	3 7 1 7	AXBZ	SITI	11	11.S.C 11.I.V 11.T.C 11.I.V	2.0 1.5 1.75 0.8	0	716	ˈʃ - i - t̪ i - -
2204	2203	to	šivati	ʃǐːʋati	Slovene	ʃ ǐː ʋ a t i	3 7 6 7 1 7	AXBYBZ	SIWATI	14	14.S.C 14.I.V 14.W.C 14.A.V 14.T.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	742	- ʃ - ǐː ʋ a t i
2206	2205	to	шить	ʃitʲ	Russian	ʃ i tʲ	3 7 1	AXN	SIT	9	9.S.C 9.I.V 9.T.c	2.0 1.5 0.8	0	716	ʃ - i - tʲ - - -
2208	2207	to	шити	ˈʃit̪i	Ukrainian	ˈʃ i t̪ i	3 7 1 7	AXBZ	SITI	15	15.S.C 15.I.V 15.T.C 15.I.V	2.0 1.5 1.75 0.8	0	716	ˈʃ - i - t̪ i - -
2209	2208	to	to	kaʊnt	English	k aʊ n t	1 7 4 1	AXLN	KANT	4	4.K.C 4.A.V 4.N.c 4.T.c	2.0 1.5 1.1 0.8	0	974	k aʊ n t
2211	2210	to	počítat	'pot͡ʃi:tat	Czech	'p o t͡ʃ i: t a t	1 7 2 7 1 7 1	AXBYBYN	PUCITAT	3	3.P.C 3.U.V 3.C.C 3.I.V 3.T.C 3.A.V 3.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	929	- - 'p - o t͡ʃ i: t a t
2212	2211	to	liczyć	ˈlʲi.t͡ʂɨt͡ɕ	Polish	ˈlʲ i t͡ʂ ɨ t͡ɕ	5 7 2 7 2	AXBYN	LICIC	8	8.L.C 8.I.V 8.C.C 8.I.V 8.C.c	2.0 1.5 1.75 1.3 0.8	0	864	- - - ˈlʲ i t͡ʂ ɨ t͡ɕ -
2214	2213	to	licyś	ˈlʲit͡sɨɕ	Lower Sorbian	ˈlʲ i t͡s ɨ ɕ	5 7 2 7 3	AXBYN	LICIS	5	5.L.C 5.I.V 5.C.C 5.I.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	864	- - - ˈlʲ i t͡s ɨ ɕ -
2218	2217	to	brojati	brǒjati	Serbo-Croatian Latin	b r ǒ j a t i	1 5 7 6 7 1 7	ACXBYBZ	PRUJATI	12	12.P.C 12.R.C 12.U.V 12.J.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	929	- - b r ǒ j a t i -
2219	2218	to	бројати	brǒjati	Serbo-Croatian Cyrillic	b r ǒ j a t i	1 5 7 6 7 1 7	ACXBYBZ	PRUJATI	11	11.P.C 11.R.C 11.U.V 11.J.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	929	- - b r ǒ j a t i -
2220	2219	to	šteti	ˈʃtɛti	Slovene	ˈʃ t ɛ t i	3 1 7 1 7	ACYBZ	STETI	14	14.S.C 14.T.C 14.E.V 14.T.C 14.I.V	2.0 1.5 1.3 1.75 0.8	0	716	ˈʃ t ɛ - t i - -
2222	2221	to	считать	ɕːɪˈtatʲ	Russian	ɕː ɪ ˈt a tʲ	3 7 1 7 1	AXBYN	SITAT	9	9.S.C 9.I.V 9.T.C 9.A.V 9.T.c	2.0 1.5 1.75 1.3 0.8	0	716	ɕː - ɪ - ˈt a tʲ -
2225	2224	to	to	seɪ	English	s eɪ	3 7	AX	SE	4	4.S.C 4.E.V	2.0 1.5	0	716	s - eɪ - - - - -
2227	2226	to	mluvit	ˈmluvɪt	Czech	ˈm l u v ɪ t	4 5 7 3 7 1	ACXBYN	MLYBIT	3	3.M.C 3.L.C 3.Y.V 3.B.C 3.I.V 3.T.c	2.0 1.5 1.5 1.75 1.3 0.8	0	748	ˈm l u v ɪ t
2228	2227	to	mówić	ˈmuvit͡ɕ	Polish	ˈm u v i t͡ɕ	4 7 3 7 2	AXBYN	MYBIC	8	8.M.C 8.Y.V 8.B.C 8.I.V 8.C.c	2.0 1.5 1.75 1.3 0.8	0	748	ˈm - u v i t͡ɕ
2229	2228	to	hovoriť	ˈɦɔvɔric	Slovak	ˈɦ ɔ v ɔ r i c	3 7 3 7 5 7 1	AXBYBYN	HUBURIC	13	13.H.C 13.U.V 13.B.C 13.U.V 13.R.C 13.I.V 13.C.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1054	ˈɦ ɔ v ɔ r i c
2230	2229	to	groniś	ˈɡrɔnʲiɕ	Lower Sorbian	ˈɡ r ɔ nʲ i ɕ	1 5 7 4 7 3	ACXBYN	KRUNIS	5	5.K.C 5.R.C 5.U.V 5.N.C 5.I.V 5.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	1007	- ˈɡ r ɔ nʲ i - ɕ -
2232	2231	to	казвам	ˈkazvəm	Bulgarian	ˈk a z v ə m	1 7 3 3 7 4	AXMBYN	KASBEM	2	2.K.C 2.A.V 2.S.c 2.B.C 2.E.V 2.M.c	2.0 1.5 1.1 1.75 1.3 0.8	0	994	ˈk a z v ə m
2233	2232	to	вели	vʲɪˈlʲi	Macedonian	vʲ ɪ ˈlʲ i	3 7 5 7	AXBZ	BILI	6	6.B.C 6.I.V 6.L.C 6.I.V	2.0 1.5 1.75 0.8	0	877	vʲ ɪ ˈlʲ i -
2234	2233	to	reći	rêtɕi	Serbo-Croatian Latin	r ê t ɕ i	5 7 1 3 7	AXBCZ	RETSI	12	12.R.C 12.E.V 12.T.C 12.S.C 12.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- - r ê t ɕ i -
2235	2234	to	рећи	rêtɕi	Serbo-Croatian Cyrillic	r ê t ɕ i	5 7 1 3 7	AXBCZ	RETSI	11	11.R.C 11.E.V 11.T.C 11.S.C 11.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- - r ê t ɕ i -
2236	2235	to	reči	ˈrɛtʃi	Slovene	ˈr ɛ t ʃ i	5 7 1 3 7	AXBCZ	RETSI	14	14.R.C 14.E.V 14.T.C 14.S.C 14.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- - ˈr ɛ t ʃ i -
2238	2237	to	говорить	ɡəvɐˈrʲitʲ	Russian	ɡ ə v ɐ ˈrʲ i tʲ	1 7 3 7 5 7 1	AXBYBYN	KEBERIT	9	9.K.C 9.E.V 9.B.C 9.E.V 9.R.C 9.I.V 9.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1054	ɡ ə v ɐ ˈrʲ i tʲ
2240	2239	to	казати	kǎːzati	Ukrainian	k ǎː z a t i	1 7 3 7 1 7	AXBYBZ	KASATI	15	15.K.C 15.A.V 15.S.C 15.A.V 15.T.C 15.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	718	k ǎː z a t i
2241	2240	to	to	sɪŋ	English	s ɪ ŋ	3 7 4	AXN	SIN	4	4.S.C 4.I.V 4.N.c	2.0 1.5 0.8	0	716	s - ɪ - ŋ - - -
2243	2242	to	zpívat	'spi:vat	Czech	's p i: v a t	3 1 7 3 7 1	ACYBYN	SPIBAT	3	3.S.C 3.P.C 3.I.V 3.B.C 3.A.V 3.T.c	2.0 1.5 1.3 1.75 1.3 0.8	0	744	's p i: v a t -
2244	2243	to	śpiewać	ˈɕpʲɛ.vat͡ɕ	Polish	ˈɕ pʲ ɛ v a t͡ɕ	3 1 7 3 7 2	ACYBYN	SPEBAC	8	8.S.C 8.P.C 8.E.V 8.B.C 8.A.V 8.C.c	2.0 1.5 1.3 1.75 1.3 0.8	0	744	ˈɕ pʲ ɛ v a t͡ɕ -
2246	2245	to	spiwaś	ˈspʲiwaɕ	Lower Sorbian	ˈs pʲ i w a ɕ	3 1 7 6 7 3	ACYBYN	SPIWAS	5	5.S.C 5.P.C 5.I.V 5.W.C 5.A.V 5.S.c	2.0 1.5 1.3 1.75 1.3 0.8	0	744	ˈs pʲ i w a ɕ -
2248	2247	to	пея	ˈpɛjə	Bulgarian	ˈp ɛ j ə	1 7 6 7	AXBZ	PEJE	2	2.P.C 2.E.V 2.J.C 2.E.V	2.0 1.5 1.75 0.8	0	685	ˈp ɛ j - - ə -
2249	2248	to	пее	ˈpɛː	Macedonian	ˈp ɛː	1 7	AX	PE	6	6.P.C 6.E.V	2.0 1.5	0	688	ˈp ɛː - - - -
2250	2249	to	pevati	pêʋati	Serbo-Croatian Latin	p ê ʋ a t i	1 7 6 7 1 7	AXBYBZ	PEWATI	12	12.P.C 12.E.V 12.W.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	742	- - p ê ʋ a t i
2251	2250	to	певати	pêʋati	Serbo-Croatian Cyrillic	p ê ʋ a t i	1 7 6 7 1 7	AXBYBZ	PEWATI	11	11.P.C 11.E.V 11.W.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	742	- - p ê ʋ a t i
2252	2251	to	peti	ˈpɛ̀ːti	Slovene	ˈp ɛ̀ː t i	1 7 1 7	AXBZ	PETI	14	14.P.C 14.E.V 14.T.C 14.I.V	2.0 1.5 1.75 0.8	0	929	- - ˈp - - - ɛ̀ː t i -
2254	2253	to	петь	pʲetʲ	Russian	pʲ e tʲ	1 7 1	AXN	PET	9	9.P.C 9.E.V 9.T.c	2.0 1.5 0.8	0	929	- - pʲ - - - e tʲ - -
2257	2256	to	to	pleɪ	English	p l eɪ	1 5 7	ACX	PLE	4	4.P.C 4.L.C 4.E.V	2.0 1.5 1.5	0	730	- p l eɪ - -
2258	2257	to	играти	îɡrati	Old Church Slavonic	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	IKRATI	7	7.I.V 7.K.C 7.R.C 7.A.V 7.T.C 7.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1007	î ɡ r a - - t - i
2259	2258	to	hrát	ɦraːt	Czech	ɦ r aː t	3 5 7 1	ACXN	HRAT	3	3.H.C 3.R.C 3.A.V 3.T.c	2.0 1.5 1.5 0.8	0	726	- ɦ r aː - t
2260	2259	to	grać	ɡrat͡ɕ	Polish	ɡ r a t͡ɕ	1 5 7 2	ACXN	KRAC	8	8.K.C 8.R.C 8.A.V 8.C.c	2.0 1.5 1.5 0.8	0	1007	- ɡ r a t͡ɕ - - - -
2261	2260	to	hrať	ˈɦrac	Slovak	ˈɦ r a c	3 5 7 1	ACXN	HRAC	13	13.H.C 13.R.C 13.A.V 13.C.c	2.0 1.5 1.5 0.8	0	726	- ˈɦ r a - c
2262	2261	to	graś	ɡraɕ	Lower Sorbian	ɡ r a ɕ	1 5 7 3	ACXN	KRAS	5	5.K.C 5.R.C 5.A.V 5.S.c	2.0 1.5 1.5 0.8	0	1007	- ɡ r a ɕ - - - -
2264	2263	to	играя	iˈɡrajə	Bulgarian	i ˈɡ r a j ə	7 1 5 7 6 7	XBCYBZ	IKRAJE	2	2.I.V 2.K.C 2.R.C 2.A.V 2.J.C 2.E.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1007	i ˈɡ r a j - - - ə
2265	2264	to	игра	iˈɡra	Macedonian	i ˈɡ r a	7 1 5 7	XBCZ	IKRA	6	6.I.V 6.K.C 6.R.C 6.A.V	1.5 1.75 1.5 0.8	0	1007	i ˈɡ r - - - - - a
2266	2265	to	igrati	îɡrati	Serbo-Croatian Latin	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	IKRATI	12	12.I.V 12.K.C 12.R.C 12.A.V 12.T.C 12.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1007	î ɡ r a - - t - i
2267	2266	to	играти	îɡrati	Serbo-Croatian Cyrillic	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	IKRATI	11	11.I.V 11.K.C 11.R.C 11.A.V 11.T.C 11.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1007	î ɡ r a - - t - i
2268	2267	to	igrati	îɡrati	Slovene	î ɡ r a t i	7 1 5 7 1 7	XBCYBZ	IKRATI	14	14.I.V 14.K.C 14.R.C 14.A.V 14.T.C 14.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	1007	î ɡ r a - - t - i
2270	2269	to	играть	ɪˈɡratʲ	Russian	ɪ ˈɡ r a tʲ	7 1 5 7 1	XBCYN	IKRAT	9	9.I.V 9.K.C 9.R.C 9.A.V 9.T.c	1.5 1.75 1.5 1.3 0.8	0	1007	ɪ ˈɡ r a - - tʲ - -
2273	2272	to	to	fləʊt	English	f l əʊ t	3 5 7 1	ACXN	BLET	4	4.B.C 4.L.C 4.E.V 4.T.c	2.0 1.5 1.5 0.8	0	730	- f l əʊ t -
2276	2275	to	pływać	ˈpwɨvat͡ɕ	Polish	ˈp w ɨ v a t͡ɕ	1 6 7 3 7 2	ACXBYN	PWIBAC	8	8.P.C 8.W.C 8.I.V 8.B.C 8.A.V 8.C.c	2.0 1.5 1.5 1.75 1.3 0.8	1	748	ˈp w ɨ v a t͡ɕ
2277	2276	to	plávať	ˈpɫaːvac	Slovak	ˈp ɫ aː v a c	1 5 7 3 7 1	ACXBYN	PLABAC	13	13.P.C 13.L.C 13.A.V 13.B.C 13.A.V 13.C.c	2.0 1.5 1.5 1.75 1.3 0.8	1	748	ˈp ɫ aː v a c
2278	2277	to	pławiś	ˈpwavʲiɕ	Lower Sorbian	ˈp w a vʲ i ɕ	1 6 7 3 7 3	ACXBYN	PWABIS	5	5.P.C 5.W.C 5.A.V 5.B.C 5.I.V 5.S.c	2.0 1.5 1.5 1.75 1.3 0.8	0	748	ˈp w a vʲ i ɕ
2282	2281	to	plutati	plǔtati	Serbo-Croatian Latin	p l ǔ t a t i	1 5 7 1 7 1 7	ACXBYBZ	PLYTATI	12	12.P.C 12.L.C 12.Y.V 12.T.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	772	p - l ǔ t a t i
2283	2282	to	плутати	plǔtati	Serbo-Croatian Cyrillic	p l ǔ t a t i	1 5 7 1 7 1 7	ACXBYBZ	PLYTATI	11	11.P.C 11.L.C 11.Y.V 11.T.C 11.A.V 11.T.C 11.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	772	p - l ǔ t a t i
2286	2285	to	плыть	plɨtʲ	Russian	p l ɨ tʲ	1 5 7 1	ACXN	PLIT	9	9.P.C 9.L.C 9.I.V 9.T.c	2.0 1.5 1.5 0.8	1	730	- p l ɨ tʲ -
2289	2288	to	to	fləʊ	English	f l əʊ	3 5 7	ACX	BLE	4	4.B.C 4.L.C 4.E.V	2.0 1.5 1.5	0	730	- f l əʊ - -
2291	2290	to	téct	tɛ:t͡st	Czech	t ɛ: t͡s t	1 7 2 1	AXLN	TECT	3	3.T.C 3.E.V 3.C.c 3.T.c	2.0 1.5 1.1 0.8	0	778	t ɛ: t͡s - t
2293	2292	to	tiecť	ˈci̯ɛt͡sc	Slovak	ˈc i̯ɛ t͡s c	1 7 2 1	AXLN	CICC	13	13.C.C 13.I.V 13.C.c 13.C.c	2.0 1.5 1.1 0.8	0	944	ˈc i̯ɛ t͡s c
2294	2293	to	běžaś	ˈbʲiɪ̯ʒaɕ	Lower Sorbian	ˈbʲ iɪ̯ ʒ a ɕ	1 7 3 7 3	AXBYN	PISAS	5	5.P.C 5.I.V 5.S.C 5.A.V 5.S.c	2.0 1.5 1.75 1.3 0.8	0	823	- ˈbʲ - iɪ̯ - ʒ a ɕ
2296	2295	to	тека	tɛˈkə	Bulgarian	t ɛ ˈk ə	1 7 1 7	AXBZ	TEKE	2	2.T.C 2.E.V 2.K.C 2.E.V	2.0 1.5 1.75 0.8	0	778	t ɛ ˈk ə -
2297	2296	to	тече	t̪ɛˈtʃɛ	Macedonian	t̪ ɛ ˈt ʃ ɛ	1 7 1 3 7	AXBCZ	TETSE	6	6.T.C 6.E.V 6.T.C 6.S.C 6.E.V	2.0 1.5 1.75 1.5 0.8	0	1082	- t̪ - ɛ ˈt ʃ ɛ -
2298	2297	to	teći	têtɕi	Serbo-Croatian Latin	t ê t ɕ i	1 7 1 3 7	AXBCZ	TETSI	12	12.T.C 12.E.V 12.T.C 12.S.C 12.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- t - ê t ɕ i -
2299	2298	to	тећи	têtɕi	Serbo-Croatian Cyrillic	t ê t ɕ i	1 7 1 3 7	AXBCZ	TETSI	11	11.T.C 11.E.V 11.T.C 11.S.C 11.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- t - ê t ɕ i -
2300	2299	to	teči	ˈtɛtʃi	Slovene	ˈt ɛ t ʃ i	1 7 1 3 7	AXBCZ	TETSI	14	14.T.C 14.E.V 14.T.C 14.S.C 14.I.V	2.0 1.5 1.75 1.5 0.8	0	1082	- ˈt - ɛ t ʃ i -
2302	2301	to	течь	tʲet͡ɕ	Russian	tʲ e t͡ɕ	1 7 2	AXN	TEC	9	9.T.C 9.E.V 9.C.c	2.0 1.5 0.8	0	778	tʲ e t͡ɕ - -
2305	2304	to	to	ˈfɹiːz	English	ˈf ɹ iː z	3 5 7 3	ACXN	BRIS	4	4.B.C 4.R.C 4.I.V 4.S.c	2.0 1.5 1.5 0.8	0	726	- ˈf ɹ iː z -
2307	2306	to	mrznout	ˈmr̩znɔʊ̯t	Czech	ˈm r̩ z n ɔʊ̯ t	4 5 3 4 7 1	AXBCYN	MRSNUT	3	3.M.C 3.R.V 3.S.C 3.N.C 3.U.V 3.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0	1074	ˈm - r̩ z n ɔʊ̯ t
2308	2307	to	zamarzać	zaˈmarzat͡ɕ	Polish	z a ˈm a r z a t͡ɕ	3 7 4 7 5 3 7 2	AXBYMBYN	SAMARSAC	8	8.S.C 8.A.V 8.M.C 8.A.V 8.R.c 8.S.C 8.A.V 8.C.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	0	931	- z a ˈm a r z a t͡ɕ
2310	2309	to	marznuś	ˈmarznuɕ	Lower Sorbian	ˈm a r z n u ɕ	4 7 5 3 4 7 3	AXMBCYN	MARSNYS	5	5.M.C 5.A.V 5.R.c 5.S.C 5.N.C 5.Y.V 5.S.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	1074	ˈm a r z n u ɕ
2314	2313	to	zalediti	zalěditi	Serbo-Croatian Latin	z a l ě d i t i	3 7 5 7 1 7 1 7	AXBYBYBZ	SALETITI	12	12.S.C 12.A.V 12.L.C 12.E.V 12.T.C 12.I.V 12.T.C 12.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	772	z a l ě d i t i
